,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
0,Leofwine_draca,"Familiar, but likeable enough",6,19 August 2020,"FIGHTING WITH MY FAMILY is a fun little film that tells a story so quirky and unbelievable that you just know it has to be true. The remarkable Florence Pugh - in another complete turnaround from the kind of role she played in MIDSOMMAR - essays the role of a Norwich-born amateur wrestler who gets a chance to join the big time, heading to America to join WWE. It's a typical rags-to-riches story that perhaps is a little too predictable for its own good, hardly making waves, but it's also likeable enough and well-handled by talented writer/director Stephen Merchant. Cast-wise, British stars like Nick Frost and Lena Headey enjoy their typically offbeat larger than life roles, but the funniest turns go to Vince Vaughn and Dwayne Johnson, who have less screen time but make the most of every moment.",Fighting with My Family
1,SnoopyStyle,Who the hell are you?,7,14 May 2019,"Ricky (Nick Frost) and Julia Knight (Lena Headey) are the parents of Saraya (Florence Pugh) and Zak (Jack Lowden). The wrestling family runs an amateur wrestling circuit in small town Norwich, England. When the WWE arrives in London, Saraya and Zak are invited to an audition. Coach Hutch (Vince Vaughn) is the judge.This is a WWE film about the real professional wrestler Paige. It's a great family and solid family drama. I love the loving family and everyone in it. I love their relationships and the troubles in their relationships. I love Paige's relationships to the other wannabe wrestlers. The Rock is pretty cool, too. There are two issues. One is very minor. It comes when Paige gets called a witch in Hogwarts. It was an opportunity to up the ante. Paige is flustered but she is given nothing to say. It could have elevated the tension by having her go overboard. She could have called them strippers. She could have called them fake wrestlers. The key to tension is elevation. She could have gone up another level. The other issue is much bigger. The movie tries to conclude with a traditional sports movie ending of the big game. It's not going to work in this case. While they're sensitive to being called fakes, the wrestling outcome is scripted. It's not like Paige could actually win the match. It's not a match. It's a performance. The true climax is actually when the champion asks Paige, Who the hell are You? It's the emotional climax and a better writer would understand that. It is the only real battle in the movie. Who is she? It's usually the most important question. I don't know what she actually said in the real WWE but the movie version should have her say that she is the daughter of Ricky and Julia. Her brother is Zak. Her father was a criminal. Her mother was homeless. Wrestling is their lives. She represents them and everybody who had to struggle to make their dreams come true. That's the emotional punch and the movie can end right there. A closing text can tell whatever the rest of the story. It doesn't matter whether she wins or loses for the story. It matters that she knows who she is.",Fighting with My Family
2,Prismark10,Fighting with My Family,5,14 November 2020,"Based on the real life story of WWE champion Saraya-Jade Bevis who fights under the stage name Paige.Fighting with my Family has all the hallmarks of a concept movie that is brought to life to the screen with all the tropes of an underdog story. It has no originality whatsoever in the screenplay. In fact Google Maps was hired to give turn by turn directions.Paige (Florence Pugh) comes from an oddball wrestling mad family from Norfolk. Her parents run a small independent promotion and Paige has been wrestling since she was a kid. Her older brother Zak is regarded as the more talented wrestler but when both go for a trial at a WWE event in London. Paige is selected to go to the USA at wrestling boot camp.In America, Paige is a fish out of water. She is a Goth with an English accent with wrestling in her DNA. She is competing against blonde models and cheerleaders who are there for their looks and bodies rather than wrestling ability.Hutch Morgan (Vince Vaughn) is the tough coach to put everyone through their paces and if you have enough, he wants you to quit.As Paige struggles to get along with people in America. Her brother Zak has to deal with rejection knowing he will never be a big time wrestler.Hutch tells Paige stories of what it feels like to be a journeyman in a top wrestling promotion such as the WWE. The sacrifices you make both physically and personally. Leaving you to wonder if it was all worth it and wanted to save Zak from all that.Dwayne Johnson makes a cameo as the Rock. He was the Executive Producer of the movie and is a friend of Director Stephen Merchant.However it tries too hard to be quirky, hip and alternative. I felt that Paige's parents played by Nick Frost and Lena Headey were broad caricatures than real people. It was watchable enough but it never amounts to anything like Rocky.",Fighting with My Family
3,nogodnomasters,None of our fans can read anyway,8,19 March 2019,"Zak (Jack Lowden) and Saraya (Florence Pugh) come from a fighting family. Their dream is to be a WWE champion as they fight in Norwich, England. During tryouts, Saraya gets an offer to try out and go to Miami. Zak goes home.I am not a follower of the WWE, but I did enjoy watching the story of Paige, a WWE Diva. The film is filled with humor and fun with quite the cast of characters for her family. Almost like watching ""The Osbournes"".Guide: No F-words, sex, or nudity.",Fighting with My Family
4,kosmasp,With and for ...,9,25 January 2021,"But importantly full of heart! Paige ... you may know her or you may not. Although there are maybe some who became aware of her through a scandal that had her in the middle of it. And that has nothing to do with wrestling or the main competitor of the WWE at the time with her husband being in the middle of it. But enough of that and gossip or whatever you want to call it.I was not aware of her story and how she struggled to come to WWE, but the biopic on hand here lays it out. And while I'm sure there are some dramatizations on certain things or how they occured, the movie is not afraid to show some ugly sides. Or play with the cliches it build itself (the hollow blondes with ... well let's say just the looks ... but is that true?)! And that makes it riveting watching.What I also did not know, is that Stephen Merchant directed this ... color me impressed. Very well done sir. Which may explain certain quirks here and there. It is a really refreshing and quite enjoyable view on one person and her way to the WWE ... but it also is rough and tells stories that maybe not everyone wants to hear (you only have to really believe in something and it will come true?) ... Maybe there are messages that you do not approve of, but the movie is as entertaining as it gets",Fighting with My Family
5,zardoz-13,One of the Best Wrestling Comedies,10,12 March 2019,"Although Dwayne 'the Rock' Johnson gets top billing in British writer & director Steven Merchants' amusing but insightful wrestling biography ""Fighting with My Family,"" he spends most of its 108 minutes off screen. In other words, if you're going to watch another of the Rock's conventional action thrillers, you're going to be sorely disappointed. Essentially, ""Fighting with My Family"" is the equivalent of a female version of ""Rocky"" (1976), and Merchant chronicles the rise of a female British wrestler, Saraya Knight (Florence Pugh of ""Outlaw King""), who had dreamed since age 13 about breaking into the WWE. In case you aren't familiar with the acronym, World Wrestling Entertainment, Inc., is what it means. Mind you, the WWE classifies their matches as dramatic because they amount to theatrical productions, with narrative-forged escapades orchestrated long before the talent tangle before multitudes. Approximately eight years ago, when Johnson was in the U.K., filming ""Fast & Furious 6,"" he saw a documentary about a Norwich-based family that held impromptu matches. He enjoyed it so much he contacted his ""Tooth Fairy"" co-star Steven Merchant about writing a screenplay about the Knight family's outrageous shenanigans. The patriarch of the Knight clan had wrestled professionally before he established a school for wrestlers that kept at-risk juveniles out of trouble.
As the title suggests, ""Fighting with My Family"" concerns a contentious, dysfunctional, working-class yarn about aspiring wrestlers. Nevertheless, this entertaining biopic isn't a generic, shallow account of the wrestling world that you'll forget once you've seen it. Indeed, this movie is all about female empowerment and the groundbreaking changes for women that Saraya Knight brought about as one of the youngest WWE Divas Champions. Merchant has created several sympathetic characters who experience change over time. Refusing to ridicule wrestling, Merchant has infused this factual story with as much blue-collar authenticity as if it had been made in the 196os, like the Albert Finney classic ""Saturday Night and Sunday Morning."" The dialogue is literate; the performances endearing, and the humor is often subtle but never crude.
""Fighting with My Family"" concentrates on the exploits of our heroine, Saraya Knight (Florence Pugh of ""Lady Macbeth""), who wasn't bitten by the wrestling bug until she turned thirteen and found herself substituting for an absent wrestler. Saraya's father, stout Ricky Knight (Nick Frost of ""Shawn of the Dead""), operates his own wrestling franchise in England. When Ricky isn't promoting tournaments, Ricky's second son Zak Knight (Jack Lowden of ""Dunkirk"") teaches at-risk adolescents, from public school to drop-outs, how to wrestle. Zak recruits all kinds, saving one teen from the misfortune of peddling contraband narcotics to lowlifes. Zak doesn't rate as much screen time as Saraya, but his impact on his sister's life is his prime contribution to the plot. Zak grew up watching the WWE. As a child, he could identify every wrestler strictly by their footwear. Obsessively, he had dreamed about wrestling in the WWE long before Saraya got converted. The WWE dispatches a gruff coach, Hutch (Vince Vaughn of ""Wedding Crashers""), to London in search of fresh blood. Saraya and Zak attend the audition with a carnival of other hopeful types in spandex. Tragically, Zak doesn't make the cut. Neither, for that matter, does anybody else, except his younger sister Saraya. Of course, she is stunned. Originally, she wanted to use the name Brittany, but the WWE already had a Brittany, so Saraya settles for Paige.
As Paige, Saraya dresses like a Goth girl: black apparel, black hair, with dark raccoon eyes. Later, during her first official bout, Paige encounters a defending champion who teases her appearance about her Halloween costume. Initially, Saraya refused to make the flight to train in Florida unless Zac came along, but Hutch refused to add her brother. Predictably, Hutch's decision crushes Zac. By all rights, Zac seemed like a shoo-in with his experience and demeanor. Over the ensuing 45 minutes, Zac struggles with the demise of his dream, momentarily careening off the rails himself in a bar fight until his older brother, Roy Knight (James Burrows of 2010's ""Robin Hood""), straightens him out. It seems Zak is a natural born teacher who inspires his students. Once Zak realizes his destiny lies with his family and the next generation of wrestlers that he can develop, he sheds his anxiety about his failure to make the WWE.
Meanwhile, Paige discovers training in sunny, faraway Florida is no picnic. She has to negotiate tough obstacle courses and flip over huge tractor tires to either shape up or ship out. At first, she alienates herself and dismisses a quartet of bimbo-like babes with golden California tans and statuesque figures. Paige's mother, Julia (Lena Headey of ""Dredd""), warns her daughter about such creatures who use their bodies to mesmerize audiences with their physical endowments. Paige dismisses them as if they were prostitutes, until she realizes that she has not only misjudged them but also herself. Hutch hovers over his recruits like a boot camp drill instructor. Constantly, he taunts them when they find the going desperate to take the easy way out and quit. Throughout these antics, Paige struggles to fit in with her cohorts, eventually dying her mane blond and spraying on a golden tan. Ultimately, it doesn't take long for our heroine to realize she cannot be somebody she isn't.
As Saraya's father Ricky, Nick Frost plays a supporting role in this cheeky comedy, but his presence makes an unforgettable impression. Wearing a shock of hair like a Mohawk Indian, Ricky is a motor-mouthed, down-to-earth, fellow. One of his best bits occurs when he auditions an aspiring wrestler who must withstand a direct blow to the face with a garbage can lid. Frost is contagiously hilarious, but he occasionally turns serious when Saraya isn't sure about her future in wrestling. The ensemble cast generates convincing charisma, and Saraya/Paige emerges triumphant despite her underdog status. ""Fighting with My Family"" qualifies as a memorable domestic melodrama as well as a first-rate wrestling masterpiece.",Fighting with My Family
6,grantss,"Good, and surprisingly so",7,20 September 2020,"Siblings Saraya and Zac have been into wrestling for as long as they can remember. Born into a wrestling-mad family they now run a wrestling clinic for kids and take part in the regular wrestling shows and tournaments their parents produce. Their chance to hit the big time arrives when the WWE has auditions in the UK. Could this be their big break?Thanks to the trailer, I had very low expectations for this. The trailer made the film look very silly and low brow. I wouldn't have watched if it wasn't for a friend pointing out that the film is nothing like the trailer and is far better than it seems.Turns out they were right. Rather than lowest-common-denominator slapstick the plot is interesting and is complete with some great, clever humour and an engaging warmth. Moves at a good pace: the time just flies by.All this aided by some solid performances. Florence Pugh is great as Saraya and she is ably supported by Nick Frost, Lena Headey and Jack Lowden as her family. Even Vince Vaughn, usually the kiss of death for any film or TV series, puts in a solid, engaging performance.All this coming from someone who is not into WWE or wrestling at all.On the negative side, it does end feeling like just another Rocky remake. Still, it was a funny and interesting journey getting there.",Fighting with My Family
7,malcolmgsw,i prefer les kellet,3,7 March 2019,If you can think of every sporting cliche going then you wont be disappointed as they are all in this film.Years ago I went to see all the wrestling greats but this lot leaves me cold.Two points.First a lovely aquarium.Zak is the spitting image of Stuart Peatce.,Fighting with My Family
8,FeastMode,good movie with good heart,6,20 June 2019,"Good movie, pretty funny, a little too much drama for my taste, but well-made overall and enjoyable for a single viewing (1 viewing)",Fighting with My Family
9,Pjtaylor-96-138044,The Merchant of Venice enters the ring.,7,2 March 2019,"Like all good 'sports' (or 'activity') movies, 'Fighting With My Family (2019)' cuts to the heart of its story and appeals to all audiences, whether or not they're fans of its focal pastime. In this case, that pastime is wrestling, which I have a passing knowledge of but no real deep affinity for - or, indeed, understanding of. Yet, this flick had me gripped, even during the purely in-ring segments. It follows a familiar 'rags to riches' story but sprinkles, unsurprisingly, a hefty dose of family drama on there, too. It's characters are crafted to be likeable, believable and flawed. They're given a fair bit to overcome, which is why it's all the more satisfying whenever they do so. The stakes are also slightly unconventional, usually being more internal than is customary with the genre. The comedy, while sometimes fairly broad, frequently puts a smile on your face and often makes you chuckle. It adds to the overall entertainment value of a piece that isn't afraid to veer into slightly darker territory. The narrative itself is clean and constantly forward-moving. The only real issue is the somewhat rushed finale, which makes the protagonist's shift from 'time to train' to 'this is your big shot' seem incredibly - and unbelievably - quick. It's not a huge issue, though, and the finish itself is satisfying, mainly because Merchant wisely chooses to hold his cards closer to his chest here. All of this makes for a winning formula: a feel-good, self-professed 'Rocky (1976)'-esque, funny yet heartfelt tale which might not be all that unique but earns its emotional beats and ultimate outcome pretty much twofold. 7/10",Fighting with My Family
