,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
0,nogodnomasters,Nothing like a good Danish,9,5 July 2020,"In the aftermath of the 2016 election, Democrats scramble to regain the Heartland with a local mayor election in Deerlaken, Wisconsin. Both parties pour money into this small campaign.If you liked the Jon Stewart of 2-12-2015 who blew up CNN""s Crossfire and got Tucker Carlson canned (he has stopped wearing bow ties to this day) You will love this film. Stewart criticism of the nation's polarization, blaming the media, blaming the whole political system comes to the screen. In the first 12 minutes, he lets you know what is right and what is wrong with the Democratic party. Loved the ending.Guide: F-word. No sex or nudity.",Irresistible
1,kosmasp,Good/bad people on both sides,7,7 March 2021,"To be honest I might have issues to find really good people on one side. At least on the political aspects of the whole thing. And if you're honest, than the character portrayed by Byrne is effectively more evil overall. That being said, Steve Carrell also has a lot of moments, where he has to apologize.And the movie tells us how wrong the two party system is, it shows how it takes advantage of people and then spits them out once it is done with them And that is true with almost all politicians. I personally think someone like Bernie Sanders is different, but that is my personal opinion. And overall you should be able to enjoy this, no matter what political affiliation you have. And maybe even reflect on some things you believed were true and rearrange your opinion on those things or something else",Irresistible
2,classicsoncall,"""I look forward to lying to you in the future.""",7,10 December 2020,"Ah finally, the scammers get scammed, and the screwers get screwed! While hitting as many politically correct buttons as it can, the film offers a scathing indictment of our traditional political system and how money plays such an integral part of getting someone elected. That one scene of CNN's 'duodecabox' was so poignant; how many times have you watched a political panel where everyone talks at once and you can't tell what anyone is saying? Makes you want to change the channel right there. With perfect poise at the end of the story, Diana Hastings (Mackenzie Davis) looks political consultant Gary Zimmer (Steve Carell) right in the eye and tells him it wasn't personal. One of the best twists you could have expected in this story of consultants gone wild and spending the Benjamins like there was no tomorrow. Not that this is something that would ever happen for real. In that respect, the film calls to mind 2004's ""Welcome to Mooseport"", in which ex-President Gene Hackman runs for small town mayor against Ray Romano. That one's a little more on the humorous side with a host of well worn former TV celebrities. This one starts out shaping up to be a battle for the heart and soul of Deerlaken, Wisconsin, but quite cleverly results in the winner being the town's own citizens.",Irresistible
3,zardoz-13,Politics Roasted,10,7 September 2020,"If you hate politics, you'll love ""Irresistible."" Steve Carell, Rose Byrne, and Chris Cooper star in writer & director Jon Stewart's smart, sassy satire about politics and politicking in an obscure mayoral election. Entertaining from start to finish, this non-partisan comedy lives up to its title with surprises galore. Chris Cooper runs for mayor in the small, right wing Wisconsin town of Deerlaken. Basically, ""Irresistible"" is a fish out of water story about a political consultant from Washington, D.C., Gary Zimmer (Steve Carell), who catches a video of retired USMC Colonel Jack Hastings defying his hometown mayor and city council for turning their backs on the little people in the community. Zimmer envisages Colonel Jack as the ultimate Democratic candidate and drives to Deerlaken to persuade him to campaign for mayor. Hastings commits to the challenge, and Zimmer's clever but cute nemesis Faith (Rose Byrne of ""Bridesmaids"") shows up to orchestrate the incumbent's campaign. Half of the fun of watching ""Irresistible"" is the bickering between Carell and Rose Byrne. Whether you're either a Democrat or a Republican, it doesn't matter, because ""Irresistible"" isn't just another 'election movie.' The gags, the barbs, and the hilarity lighten up Stewart's indictment of our revenue-fueled elections.",Irresistible
4,ferguson-6,Jon Stewart speaks,6,26 June 2020,"Greetings again from the darkness. For the fifteen plus years Jon Stewart hosted ""The Daily Show"", he could be depended on to bring his acerbic wit and often scathing political commentary to virtually every show. His most devoted followers leaned left, though he was known to take down extremists on both ends. Stewart's foray into filmmaking as writer-director was ROSEWATER (2014), a look at the detainment and interrogation of journalist Maziar Bahari in an Iranian prison. This follow-up takes a much lighter approach - one similar to his TV days - while still managing to skewer our election system and campaign financing.Steve Carell spent a brief time as a reporter/correspondent on ""The Daily Show"" before heading off to mega-stardom in movies and on TV. Here he plays Gary Zimmer, a political strategist for the Democratic Party. The film opens on the 2016 Presidential campaign between Donald Trump and Hillary Clinton, and we first see Zimmer in a whirlwind media battle of words against his nemesis, Faith Brewster (played by a funny but underutilized Rose Byrne), a strategist for the Republicans. As you might imagine, Zimmer is a funk after the election, and his career is in shambles.A ray of hope and inspiration enters Zimmer's life in the form of a viral YouTube video. Wisconsin farmer and former Marine Jack Hastings (the great Chris Cooper) is recorded tearing into the Deerlaken Mayor and City Council. Zimmer recognizes the Patriotism and a potential Party savior, and seizes on the opportunity to convince Hastings that the Democrats stand for the same things he stands for ... those things he rattled off in the video.Zimmer in Deerlaken is the proverbial fish-out-of-water, and his trip is farmed for laughs. It starts in the local German beer hall and carries forward to Hastings' farm where Zimmer spots daughter Diana Hastings (Mackenzie Davis) up to her elbow in cow. The other locals we get to know include Will Sasso and Will McLaughlin as Big Mike and Little Mike, CJ Wilson as the accommodating barkeep, Blair Sams as the eager baker, and Brent Sexton as Republican Mayor Braun. When Zimmer's campaign for Hastings catches the eye of Ms. Brewster, we soon experience an all-out political brawl for the Mayor's job in this tiny town ... one recently made smaller by the closing of the local military base. Director Stewart labels this ""Heartland USA.""Of course, this isn't a story about the candidates. It's Stewart's commentary on how campaigns are conducted today. Social media and the national news media are weapons, and we see that there's no such thing as dirty politics ... only politics. Topher Grace plays a pollster and Natasha Lyonne is in charge of analytics, and the over-dependence on data is made clear. However, the biggest point Stewart makes has to do with campaign finance and money. It's all about the 'Benjamins.' The Super PAC is shoved (conveniently) to the back of the room in what Stewart terms ""an election economy.""There are plenty of Jon Stewart comedic touches on display. We get ""Rhinestone Cowboy"" used a couple of times, see ""swing voters"" listed on a first name basis, and get an advertising slogan of ""a redder kind of blue."" When Faith Brewster says ""I look forward to lying to you in the future"", we recognize this as prime form Stewart. The problem with political statements, political commentary, and political satire, is that people will complain it goes too far, or doesn't go far enough, or points the finger, or doesn't point the finger. It won't cover what they want covered in a way they want it covered. Stewart lets neither party off here. In fact, he lays blame on both. However, given what we see and live through on a daily basis right now, Stewart's observations come across a bit tame ... we wish he had pushed harder.The opening credits segment is brilliant with a slide show of previous campaigns accompanied by Bob Seger's ""Still the Same"", and the closing credits are worth sticking around for just to hear Trevor Potter, the former Chairman of Federal Election Commission.",Irresistible
5,deloudelouvain,Politics? Boring. The election campaign? Even more boring.,4,15 July 2020,"I'm not going to lie, I hate politics. To me they're all opportunists that want to make a lot of money. It's not about helping people, it's about making money. To me they should do it for free, as an ideal, but that will never happen. This movie is about elections, or the preparing of elections, even more boring, certainly as it's in the USA, where the elections are just a big show. A show that makes me vomit. I like Steve Carell in The Office for example, but in this movie I found him quite annoying to watch. Maybe this movie will speak more to Americans, that are used to this election crap, but as an European I find it stunningly boring. Try to get to donate one dollar from an European voter here, see what happens, you won't get enough to buy a bread, that's what we think about this whole mascarade Americans love so much. Irrsistible is a movie for imbeciles, not even a funny one except one or two scenes.",Irresistible
6,FeastMode,this could have been awesome,5,24 April 2021,"For the most part this was a mediocre movie, mildly amusing with occasional laughs. But also some pretty awkward moments. And it's not put together very well. But rose byrn is awesome. (1 viewing, 4/21/2021)SPOILERSi really loved the ending. Unfortunately the rest of the movie couldn't keep me invested enough for it to really hit. But it was so unexpected and interesting that i gave it a 5 when earlier in the movie i was thinking it would be a 3 or 4. And they totally got me with that 6 months later scene. Twice lol.",Irresistible
7,Edvis-1997,7,7,26 December 2020,"At first I was thinking what kind of movie it's going to be, because Steve Carell is amazing actor in both comedy and serious movies(I hate watching trailers, I let film to surprise me by itself). After all, it was a serious movie with some sarcasm and comedy scenes which I liked. Main plot was interesting, I loved that they didn't speak a lot about Donald Trump or others politicians(as 90% films do). It surprised me in a good, ending was really unpredictable,film name had deep meaning, it's just good movie for a night. I would really recommend to watch it. Top 10 movies of 2020 for me so far.",Irresistible
8,Cineanalyst,Suckering the Spectator,2,11 February 2021,"This is insultingly backwards. The con film is a delicate balance of inviting the audience to be thrilled by being fooled. Much like the illusion of movies in general. Politics, on the other hand, is a blustering mess of making fools. Very much of a real life. Jon Stewart, directing ""Irresistible,"" whatever that title means, used to be quite good at inviting the audience to laugh at those political fools. Here, however, the movie identifies with the political class--particularly the protagonist Democratic operator played by Steve Carell. This is done through the standard, boring movie practices of the spectator identification with the viewpoint of the camera and, through that, the camera with the perspective of the protagonist. Nothing original in itself, but ironically, we don't identify with the inhabitants of the jerkwater Wisconsin town that is the on-screen audience to the political spectacle descending from D.C.It's as crass a dichotomy as was deft Stewart's humor on ""The Daily Show"" and his televised takedown of a hack on CNN's ""Crossfire."" The result of the twist here being at the audiences', which presumably include some of the idealized salt-of-the-earth types depicted by Hollywood actors here, expense. The implication being that we're the culpable fools. Some of the jokes here may be funny and regardless of the nobility of the political message intended, this is just staggeringly incompetent filmmaking.",Irresistible
9,UniqueParticle,Exceptional political comedy/drama,8,7 February 2021,"Steve Carell is so handsome and lovable in this great film by Jon Stewart! The comedy is spot on quite well written dialogue. Excellent for a political story not taking it self too seriously, Irresistible deserves higher ratings! Gary cooper still does a superb acting job even at his age which is impressive. I love the cozy small town style to everything. Ironically too I watched Will Sasso in a Law and Order: SVU episode earlier in the day.",Irresistible
