,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
0,Leofwine_draca,Tasty popcorn,7,2 May 2021,"Nobody seems to like non-superhero action movies anymore so the slew of negative reviews here don't surprise me. However, I do and I enjoyed WITHOUT REMORSE, for what it's worth. It's a good addition to the Tom Clancy adaptations out there, not as good as the Harrison Ford classics from the 1990s, but better than some since. The plot is cliched for sure but filled with drama and incident, and the action is well directed with big set-pieces that impress throughout. A popcorn film for sure, but tasty with it.",Without Remorse
1,Prismark10,Without Remorse,5,2 May 2021,Many years ago I read Without Remorse on holiday. I thought it was a cross between Death Wish and American Gangster.This movie adaptation has been in the works since the mid 1990s. Willem Dafoe played John Clark in Clear and Present Danger in 1994. He is too old to play Clark now.This version only has Tom Clancy and Without Remorse in common with the novel.US Navy SEAL John Kelly (Michael B Jordan) is on the hunt of a Russian team that killed his wife and his former SEAL colleagues.Kelly suspects that there is a conspiracy that goes right to the higher echelons of the American government.This is a formulaic and rather cheap looking movie.It has enough action adventure to make it average. Jordan is just ok as the lead although I felt he looked a little bored.The whole movie takes place in third gear and the story is preposterous.,Without Remorse
2,nogodnomasters,I misjudged you,6,9 May 2021,"John Kelly (Michael B. Jordan) was special ops in Aleppo. They come across some Russians who they kill. The Russians go for pay back on American soil. Kelly's wife and unborn child are killed, but Kelly survives. Kelly is no John Wick with a dead puppy but he demands answers.We knew the killings were going to come home. While it doesn't mention any president by name, which one would allow Russians to kill Americans unscathed? The whole payback payback thing was poorly done. Michael B. Jordan was less than convincing his his role. Clancy has done better.Guide: F-word. No sex or nudity.",Without Remorse
3,classicsoncall,"""A big country needs big enemies.""",6,6 October 2021,"I'll take it on faith from John Clancy fans that this film had very little to do with the book of the same name, except for the names of principal characters. My fault with the film is the obtuse writing and as at least one reviewer pointed out, scenes so dark you can't tell what happened in them, only to find out later in the story. It pretty much boils down to operatives in both the CIA and it's Russian counterpart attempting to foment war with the other side, for reasons not really made clear except to keep tensions among the world powers going. Soldier John Kelly (Michael B. Jordan) comes to that realization when he eventually meets up with his Russian opposite Rykov (Brett Gelman), who had a much better handle on the state of affairs between their respective agencies. The story is wrapped around Kelly's need to seek vengeance for the murder of his wife (Lauren London) and unborn child, but the revenge motive tends to get buried in the confusing story line along the way. I don't think a second viewing would clear things up all that much.",Without Remorse
4,lee_eisenberg,"interesting story, ridiculous movie",4,24 October 2021,"I wouldn't put it past the CIA to do what they do in ""Without Remorse"", but the movie degenerates into a series of explosions, weakening any positive qualities.I hope that Brett Gelman sticks to ""Stranger Things"" and avoids this sort of movie.",Without Remorse
5,searchanddestroy-1,The worst of Sollima....,1,1 May 2021,"It is shameful that I am forced to put a rate - a minimum of stars - because this movie doesn't deserve any one. This is a disgrace for a gifted director such a Stefano Sollima, the son of the great Sergio, to provide such a crap, a straight to DVD product, though an agreeable time waster. I would have never bet a cent that such a great film maker would do this to us. I am not sure to remind it before supper, my brain.soft - hard - ware is programmed.to erase such junk stuff. Anyway with Tom Clancy,there is the eternal issue, the eternal good guys vs the bad guys. OK that's very accurate, documented, interesting for those craving for espionnage and strategy, intelligent world and action thrillers in the same time. But there are unfortunately too many clichés. Forgive me if I have.digressed a bit on Tom Clancy's books. I will only say I prefer Frederick Forsyth's ones, another master in the genre, but with not the same clichés.",Without Remorse
6,CinemaSerf,"Underwhelming, routine, over-hyped, nothing special at all....",6,7 May 2021,"Hmmm. I like Michael B. Jordan and have always liked (despite some of his more curious roles) Jamie Bell, but somehow neither of them - nor co-star Jodie Turner-Smith - can set this apart from a plethora of mediocre tech-thrillers. The former is ""Kelly"", a man whose heavily pregnant wife is murdered, ostensibly, by some Russian drugs dealers in revenge for a previous SEAL mission he undertook. He survives the same lethal attack, barely, and soon hooks up with the other two on a top secret mission that might just end up thwarting a conflagration of global proportions. Question is - well, just who is pulling the strings? Answer is - we can guess that from pretty much the first ten minutes so what we are left with is quite an entertaining, admittedly, collection of set piece action scenes with loads of planes crashing, bombs going off, snipers, pyrotechnics - indeed pretty much everything you can imagine before an ending that is just plain rotten. It has sequel written all over it, but given the writing has nothing at all of the Tom Clancy about it aside from his characterisations, I suspect that would merely be another unremarkable outing from actors who have much more to offer than this derivative stuff. It isn't terrible to watch, but I dare you to not start doing something else whilst it is on...",Without Remorse
7,FeastMode,another unsatisfying streaming movie,3,9 August 2021,"I don't have anything specific i hated about this movie. It just didn't do anything for me. It did a bad job of getting me invested in the story or the characters. The parts that are supposed to be intense didn't make me feel the stakes or any kind of suspense. The longer the movie went on, the less i cared about what happens in the story or to the characters. And the action is mediocre.Actually i do have a specific complaint. So many parts of the movie are sloppy in the sense that the viewer is not sure what's happening in a scene. I'm not talking about shaky-cam/quick-cut fight scenes. They just did a bad job of producing a continuous flow that a viewer can follow. And a lot of the scenes were so dark. On more than one occasion i didn't know who was fighting who or which character was shot. No wonder i stopped caring. Fail.I came back after finishing the review because i remembered a couple more things. Maybe i just checked out early causing me to forget. But the dialogue is atrocious. And there is an ""ah ha"" moment that makes zero sense. To keep it vague, it's okay if a specific person dies. But logically, it wouldn't make any difference based on what they're trying to avoid (1 viewing, 8/8/2021)",Without Remorse
8,wellthatswhatithinkanyway,"Distracting enough, but ultimately forgettable",7,3 May 2021,"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday MorningAfter a mission goes wrong, Navy SEAL John Kelly (Michael B. Jordan) is glad to return home to be with his pregnant wife Pam (Lauren London) and settle down for a bit. However, his happiness is short lived, when Pam and his unborn child are killed, and he narrowly survives a home invasion. In his quest for justice, he encounters obstruction from top brass Secretary Clay (Guy Pearce) and Robert Ritter (Jamie Bell), but with the help of friend and fellow SEAL Karen (Jodie Turner-Smith) he heads to Russia to take revenge. Kelly is sprung from jail for this to lead a special operation, where he learns there is more behind his family's death than meets the eye.In the absence of anything else more appealing to watch on Saturday night, Amazon Prime offered up this effort, promoting itself as an adaptation of one of the late author Tom Clancy's work, but with a standard, formulaic revenge plot line that would serve well in an average Steven Seagal film. And indeed, it mostly plays out this way, with the standard dull, grey lighting and humourless script that is the order of the day these days.In the lead role, Jordan fits the bill as a muscular action hero and has an effective presence, with decent support from co star Turner-Smith, with whom he shares a convincing chemistry. In more background roles, established stars Bell and Pearce are well cast as shady military brass with more of a stake in the proceedings as events roll on, and the plot becomes more intricate and interwoven, with some unexpected twists and red herrings thrown up to keep it interesting.Well made and intelligent enough to hold your attention, but ultimately pretty perfunctory and workmanlike, and without laughs, so it won't linger in your memory long after you've seen it. ***",Without Remorse
9,Cineanalyst,Someone Should be Remorseful for This,3,30 April 2021,"A generic shoot-'em-up that Hollywood used to do with Westerns ever since they began making movies. It doesn't matter that there's the military, espionage and geopolitical conspiracies involved in the Tom Clancy variation on the formula; it's always the same thing. The baddie and his red herring are so obvious that one of them might as well be wearing a black hat. But, sure, the action is standard, if darkly lit, and Michael B. Jordan fits the part of a muscular star to recognizably pose between the rest of the interchangeable tropes. Maybe you'll even find ""Without Remorse"" a bit fun with him not playing by the rules, out for revenge as he is. For crying out loud, we even get a mid-credits scene setting up a franchise.When a movie is this dull, I start desperately looking for something to be worth my attention. One character makes a point regarding the Cold War having brought Americans together, whereas now without a common enemy one half sees the other half as the enemy. That comes too late to matter, though. There's also the business of Jordan's character telling his enemies to say his murdered wife's name. That got me thinking about the SayHerName campaign, but the picture doesn't do anything with its star being an African American, and in one sequence he takes out an entire squad of Russian police officers who are just doing their jobs. So, yeah, there's nothing here.",Without Remorse
