,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
0,JvH48,"Shows heroic activism bringing risks for family, friends and bystanders. Also shows activists and counter forces both employ equally nasty techniques to achieve their goals",8,7 January 2020,"Saw this at the Berlinale 2019, where it was part of the official Competition, for some reason marked ""out of competition"" hence no candidate for awards. Entertaining, despite the troubles I have with heroism as demonstrated here, implying ample risks for family, friends and accidental bystanders. Of course, such downsides of activism can all be deemed collateral damage, regrettable but necessary and unavoidable for The Cause (with capitals). When countering activists, The Powers that Be (TPtB) go to every imaginable length, often much further than we see here, to achieve their goal of fighting ""terrorists"", thereby disregarding the sacrafices and aftermath they cause on their turn. Escalation on both sides lurks around the corner, bearing logical and unavoidable consequences.Having said that, the fights and the successive phases the struggle gets into, are visualized very well in this movie. There are enough recognizable protagonists to feel along with the activists. A point this movie makes very well is that we are invited to reciprobably feel along with those tasked to fight them. Both parties use every means to their disposal, whereby the anti-revolutionaries are just a bit nastier than the revolutionaries. The revolutionaries may have our sympathy given the overreach of power coming from the state, but to throw a bomb into a police station or a government building, as we saw happening, is a sure way to kill innocent people. So, the activists are only marginally less nasty than their enemies who incarcerate, torture and kill as standard tools-of-the-trade to achieve their goal.History may have proven these activists correct in hindsight. We, fully aware of the outcome, can easily be convinced that the activists were indeed Good, and those fighting them were Bad (or at least Ugly). There are similar issues with the WW II period when judging people afterwards. More than one perfect illustration of this phenomenon can be seen in the movie Never Look Away / Werk Ohne Autor (2018), written and directed by Florian Henckel von Donnersmarck. It makes us inspect our current opinions: who is with-us or against-us or something in between. Initially, the genre label ""Action"" on IMDB was too limited, but it is deservedly replaced later by ""Action Drama History"", as the movie has more to show than just heroic activism.All in all, thought provoking elements embedded in the story make this movie more interesting than reading the synopsis did assume beforehand. Each coin has two sides. Who is ""good"" is only clear in hindsight, which is easy for us but not that easy at the time. On the other hand, a superficial viewer can easily be lured into the trap of heroism from the side of the activists, and dismiss the reactionary forces as bad or even criminal. Such rapid conclusions do not show this movie the respect it deserves.",Marighella
1,pedro380085,Excellent long movie depicting Brazilian military regime,9,17 October 2021,"A great movie, written with great actors and scenes.Wagner Moura is becoming a very fine person of the arts in Brazil, moving from very early successful action movies such as Elite Squad and starting to create always movies that show critical thinking in its best form.Ratings can be lower due to a political issue in Brazil where most reviewers were right wing voters automating low reviews on the platform. I believe the actual rating would be something between 6 and 8.The question when watching this movie is not whether you are left or right, but understand if you can be open minded to review critical thinking from a different point of view, its different perspectives and depiction of reality as it was played in real life.The movie action scenes are well acted out and exciting, they providing some entertaining moments through the almost 3 hour long flick.I recommend this movie to everyone that wants to learn more about a critical moment of the Brazilian recent history.",Marighella
2,david-brun,"Great movie, rating affected by far right Brazilian raters",10,12 May 2021,"This is a great movie, an eye opening bio-pic detailing the story of this controversial figure in recent Brazilian history.It's full of historían approved data, biographically irrefutable events, a story that makes sense from beginning to end and an amazing cast delivering great interpretations and emotions.Now, how come the low score? Well, that's because of the political situation in Brazil, the divisiveness between left and right, with a far right ex-military president who actually defends the dictatorship against which Marighella fought and was a victim of. His supporters come here, without even having watched the movie, since way before the movie was officially released, and trash it in the reviews.I'm giving it a 10/10 to help raise its score, but truthfully it might actually deserve something like an 8/10, because it does suffer from some overly emotional or dramatic parts that most Brazilian movies do.Still, a great movie worthy watching.Think about it: If it raised such an enormous response, that far right supporters had to come and trash it on the reviews, like little keyboard activists, there's something there...",Marighella
3,aldias-93620,Lost hours,1,11 November 2021,"Well then... after watching the movie, I could only feel the regret of the hours spent in the endeavor.The film boils down to just an ego trip of a weak production, showered with less than brilliant acting, a weak plot and messy editing.It is just a highly pretentious film, which uses the political pamphlet robe to mask its truth as a film.",Marighella
4,socarrasjorge,An important story passionately told,10,28 February 2020,"This is an important story in the history of Brazil, passionately told via expert filmmaking and excellent actors. It's brutal at times because we know that the horrible acts perpetrated in the film really happened, and that there are those who would silence the film even now makes it more important that it be seen. A remarkable film on all accounts.",Marighella
5,hztomassi,"Good cinematography, poor history lesson",2,8 November 2021,"The movie is based on historical events, but the screenplay tuns out to be biased and distorted in favor of a specific political view. It was an wasted opportunity to tell a dense and interesting period of Brazilian history, if unbiased and properly made.",Marighella
6,augustodorval,"Good movie, but lacks contextualization",7,5 November 2021,"Marighella, despite Seu Jorge's brilliant interpretation, seems like a character suspended in the air; the Brazilian situation and the dictatorship that he was fighting, a fine background, almost unimportant. The acts of the guerrilla and his organization, the Ação Libertadora Nacional (ALN), seem self-motivated, as do those of repression. And so, the film about Marighella thus becomes an action thriller of heroes against villains, without historical support for the heroism of some and the villainy of others: they are on opposite sides, but their reasons are hardly touched. This ""hang in the air"" is also notable in the ideological field. There are several references to communism, it's true - but almost always from repression, in the form of insult, and almost never from the guerrillas, who only describe themselves as ""communists"" at the beginning of the film, when Marighella confronts a member of the "" The party"".It is also notable that the guerrillas - who in real life suffered defeats, it is true - hardly have their victories explored in the film; they are constantly up against the wall, trying desperately to react and being crushed, almost as if martyrdom is for the guerrillas a choice, not a possibility. The exception is the takeover of Radio Nacional, but events like the kidnapping of Ambassador Charles Burke Elbrick, for which 15 political prisoners living under torture were released, are just another brushstroke of the background. This made the ALN seem like a small group, completely cut off from the masses (which do not exist in the film, except as an expectation, a dream of Marighella) and from the political disputes that, despite the dictatorship, unfold in the country. Anyone watching the film cannot imagine that, in 1968, the ALN had at least 50 militants in São Paulo (not to mention other states), that it carried out agitation and propaganda actions among the masses and that it still had some inherited bases of PCB (Brazilian communist party), especially between metallurgists and railways.From a strictly artistic point of view, Marighella is a great movie. In addition to exquisite photography, interesting shots and an exciting soundtrack, there are sensitive details in the choice of actors - shepherd Henrique Vieira as Friar Fernando, for example, or Maria Marighella, the guerrilla's granddaughter, playing his first wife. However, none of this reverses the fact that the script leaves Marighella's story still untouched in the list of ""stories that history will someday tell"", just when, perhaps, we most needed it well told.Review adapted from: Histórias que a História qualquer dia contará: Crítica de ""Marighella"", Revista Opera, by Pedro Marin.",Marighella
7,mrcnalin,One of The Most Important Brazilian History,9,13 May 2021,"The movie shows a terrible part of Brazilian history. A coup that removed human civil rights, democracy, press independence, and mainly, the right of the people of deciding who should be the leader of the country, and other damages for 21 years that we still feeling up to now with the fascist Bolsonaro´s Government. The coup received support from the US as showed by the movie that financed other dictatorships by Latin America in the '60s and '70s. Marighella led the resistance against the dictatorship and he had a big importance in Brazilian history.",Marighella
8,tvaz,"Amazing movie, too bad for those who can't stand with their own history",10,27 October 2019,"As I'm writing this short review I see that it has more than 40k votes already, most of them giving 1 star for this master piece. And the movie hasn't even been released in Brazil!!This just shows how good this movie is! Recent far-right political movements in Brazil can't tolerate the truth about their own history of oppression, torture and murder against those who fought against their coward coup on the 60's.Marighella is a must see. And that for many reasons: it's a great movie per si! It's original, dense, poetic, emotional. It completely destroys the current fake narrative of a ""revolution"" by the army at that time, inviting people to call back all that political mess by its real name: a bloody dictatorship.",Marighella
9,alextanischang,Old fashioned biopic made with conviction and passion,10,9 February 2021,"My guess is many among us reviewers on this title don't usually leave review, and are prompted to do so feeling this swarm of 1-point reviews so unjustified that we have to react.
This film is not perfect, not immune to typical shortcomings seen in biopic. However, I admire and enjoy its passion and conviction, also agreeing its message especially just to counter hooligans like Bolsanaro, just to this minimal degree.",Marighella
